Domain,Have_IP,Have_At,URL_Length,URL_Depth,Redirection,https_Domain,TinyURL,Prefix/Suffix,DNS_Record,Web_Traffic,Domain_Age,Domain_End,iFrame,Mouse_Over,Right_Click,Web_Forwards,Google_Index,count_dot,count_www,count_per,count_ques,count_hyphen,count_equal,Label
i-grupobancolombia.com,0,0,1,2,0,0,0,1,1,1,1,1,1,1,1,1,1,2,0,0,0,3,1,1
espaceclientv1.fr,0,0,1,5,0,0,0,0,0,1,1,1,1,1,1,1,1,2,0,0,0,1,0,1
hidrosauna.com.br,0,0,1,4,0,0,0,0,0,1,1,1,1,1,1,1,1,4,1,0,0,1,0,1
wishnquotes.com,0,0,1,3,0,0,0,0,0,1,1,1,1,1,1,1,1,2,0,0,1,1,7,1
sastaservices.com,0,0,1,2,0,0,0,0,1,1,1,1,1,1,1,1,1,2,1,0,0,0,0,1
espaceclientv1.fr,0,0,1,5,0,0,0,0,0,1,1,1,1,1,1,1,1,2,0,0,0,1,0,1
grupdewasa18.whatsappp.my.id,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,3,0,0,0,0,0,1
sticvk.kl.com.ua,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,3,0,0,0,0,0,1
bet365dhw.net,0,0,0,2,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1
atendimento-sac-pg.joomla.com,0,0,1,3,0,0,0,1,0,0,1,1,1,1,1,1,1,3,0,0,1,11,3,1
atendimento-sac-pg.joomla.com,0,0,0,2,0,0,0,1,0,0,1,1,1,1,1,1,1,2,0,0,0,2,0,1
news-ontime.com,0,0,1,3,0,0,0,1,0,1,0,0,1,1,1,1,1,4,0,0,1,14,2,1
ld.zzz.com.ua,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,3,0,0,0,0,0,1
cs25882.tmweb.ru,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,2,0,0,0,0,0,1
stikivk1337.000webhostapp.com,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,2,0,0,0,0,0,1
freevksticksssss.000webhostapp.com,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,2,0,0,0,0,0,1
terms-daum-net-syncressolvecenteruser923ud00.000webhostapp.com,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,1,2,0,0,0,3,0,1
stickeryvk0ntakte2020.000webhostapp.com,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,2,0,0,0,0,0,1
particulares.santander.totta-santa.info,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,3,0,0,0,1,0,1
amieuerxcaess.com,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1,3,1,0,0,0,0,1
jppost-ru.co,0,0,0,1,0,0,0,1,0,1,1,1,1,1,1,1,1,2,0,0,0,1,0,1
jppost-yo.co,0,0,0,1,0,0,0,1,0,1,1,1,1,1,1,1,1,2,0,0,0,1,0,1
amieuerxcaess.com,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,2,1,0,0,0,0,1
locksmail.com,0,0,1,7,0,0,0,0,0,1,0,0,1,1,1,1,1,2,0,0,1,0,3,1
iptf.ir,0,0,1,4,0,0,0,0,0,1,1,1,1,1,1,1,1,3,0,0,1,4,3,1
iptf.ir,0,0,1,4,0,0,0,0,0,1,1,1,1,1,1,1,1,3,0,0,1,4,11,1
livraisonspeed1998.cloudaccess.host,0,0,1,4,0,0,0,0,0,1,1,1,1,1,1,1,1,2,0,0,0,1,0,1
erdcs.xyz,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1
secure.runescape.com-zx.ru,0,0,1,2,0,0,0,1,1,1,1,1,1,1,1,1,1,3,0,0,0,1,1,1
secure.runescape.com-en.ru,0,0,1,2,0,0,0,1,1,1,1,1,1,1,1,1,1,3,0,0,0,1,1,1
secure.runescape.com-as.ru,0,0,1,2,0,0,0,1,1,1,1,1,1,1,1,1,1,3,0,0,0,1,1,1
secure.runescape.com-as.ru,0,0,1,2,0,0,0,1,1,1,1,1,1,1,1,1,1,3,0,0,0,1,1,1
bit-x.ru,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,1,0,0,0,1,0,1
alohafind.com,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,4,0,8,1,1,1,1
freestlckerz.000webhostapp.com,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,2,0,0,0,0,0,1
stikivk1337.000webhostapp.com,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,2,0,0,0,0,0,1
acc-arubaaa.com,0,0,0,2,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1
idioblastic-engine.000webhostapp.com,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,2,0,0,0,1,0,1
shitpostdubled.000webhostapp.com,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,2,0,0,0,0,0,1
through-weldings.000webhostapp.com,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,2,0,0,0,1,0,1
lonosoneteams.blogspot.com,0,1,1,0,0,0,1,0,1,1,1,1,0,0,1,0,1,3,0,0,1,0,1,1
bitoex-claimbonuses-btc.000webhostapp.com,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,2,0,0,0,2,0,1
docs.google.com,0,0,1,5,0,0,0,0,0,1,1,1,0,0,1,0,1,2,0,0,1,0,1,1
lterbisjyougds.buzz,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,2,1,0,0,0,0,1
docs.google.com,0,0,1,5,0,0,0,0,0,1,1,1,0,0,1,0,1,2,0,0,0,0,0,1
jppost-ru.co,0,0,0,1,0,0,0,1,0,1,1,1,1,1,1,1,1,2,0,0,0,1,0,1
jattui.duckdns.org,0,1,1,5,0,0,0,0,0,1,1,1,1,1,1,1,1,4,0,0,1,0,1,1
celulardahora.com,0,0,1,2,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,1,6,2,1
jppost-ru.co,0,0,0,1,0,0,0,1,0,1,1,1,1,1,1,1,1,2,0,0,0,1,0,1
id912312313.login.authorities.xtra.co.nz.coster.id,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,7,0,0,0,0,0,1
wsemprecomvocescommais.com,0,0,1,2,0,0,0,0,1,1,1,1,1,1,1,1,1,3,0,0,1,10,2,1
my2banking.net,0,0,0,4,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1
195.231.82.44,0,0,1,3,0,0,0,0,0,1,0,0,1,1,1,1,1,4,0,0,0,0,0,1
maiodasmaelike.com,0,0,1,2,0,0,0,0,1,1,1,1,1,1,1,1,1,2,0,0,1,7,2,1
americanas-quarentena.com,0,0,1,2,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,2,1,11,2,1
ebay.co.uk-online.customerhelp-live.com,0,0,1,2,0,0,0,1,1,1,1,1,1,1,1,1,1,5,1,0,0,2,0,1
blondesun.com,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,2,1,0,0,0,0,1
blondesun.com,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,2,1,0,0,0,0,1
vocalygm20.weebly.com,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,2,0,0,0,0,0,1
wpdevmm.com,0,0,0,6,0,0,0,0,1,1,1,1,1,1,1,1,1,3,0,0,0,0,0,1
memose2.com,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,1
coindeskbtc.com,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1
receba-emcasa-bahianiinho.com,0,0,1,2,0,0,0,1,1,1,1,1,1,1,1,1,1,2,0,0,1,2,1,1
docs.google.com,0,0,1,5,0,0,0,0,0,1,1,1,0,0,1,0,1,2,0,0,1,0,1,1
ghmehsana.com,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,0,1,1,0,1,0,0,0,1
ghmehsana.com,0,0,0,3,0,0,0,0,0,1,1,1,0,0,1,0,1,1,0,1,0,0,0,1
grp01.id.rakuten.co.jp.c9a6b814b7c18c1d3b2c418b688b66984bb010b5.info,0,0,1,3,0,0,0,0,0,1,1,1,1,1,1,1,1,7,0,0,1,1,12,1
beneficio-fgts.online,0,0,0,1,0,0,0,1,0,1,1,1,1,1,1,1,1,2,1,0,0,1,0,1
ofertasarrasadorasameweb.com,0,0,1,2,0,0,0,0,1,1,1,1,1,1,1,1,1,2,0,0,1,7,2,1
bestforyoud.ru,0,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,2,0,0,1,0,2,1
firebasestorage.googleapis.com,0,0,1,5,0,0,1,0,1,1,1,1,0,0,1,0,1,5,0,0,1,5,2,1
americanas.ofertas24horas.club,0,0,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,2,0,0,1,23,1,1
try2-sign-ins-iosacc-the-phaypals.intubuatbot.com,0,0,1,2,0,0,1,1,0,1,0,0,1,1,1,1,1,3,0,0,0,5,0,1
amazon.co.jp.68p675bgo59ci0dchm5e7t6d5.net,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,5,1,0,1,0,0,1
subscriber.sdf78rgpro.com,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,2,0,0,0,0,0,1
estaremos-nessa-crise-unidoscom.com,0,0,1,2,0,0,0,1,1,1,1,1,1,1,1,1,1,2,0,0,1,3,1,1
saldao-de-mes-das-maes.com,0,0,1,2,0,0,0,1,1,1,1,1,1,1,1,1,1,2,0,5,1,18,2,1
amazon.co.jp.asedeg541we564h4wre56jne3r1s4hg5wre1h23er1j5r6ty4k6ry541k456.buzz,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,4,0,0,0,0,0,1
firmadigitalgocrd.com,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1
snip.ly,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,2,0,1,1
currentlyattreply.weebly.com,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,2,0,0,0,0,0,1
chaseinformation.duckdns.org,0,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,3,0,0,1,0,1,1
tptelecom.it,0,0,1,6,0,0,0,0,0,1,0,0,0,0,1,0,1,4,0,0,0,2,0,1
office.com.office.rp.skydemo.myshn.eu,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,7,1,0,0,0,0,1
zonasegvrabetas2-bcpi2.com,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,2,1,0,0,2,0,1
wdestaques14.modelodeaproveitar.com,0,0,1,5,0,0,0,0,1,1,1,1,1,1,1,1,1,3,0,0,0,13,0,1
sitevendasonline.com,0,0,0,2,0,0,0,0,0,1,0,1,0,0,1,0,1,1,0,0,0,0,0,1
maes-venha-conferir.com,0,0,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,11,2,1
naofiquedeforadessamega.com,0,0,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,1,9,2,1
musicbizsoftware.com,0,0,1,5,0,0,0,0,0,1,0,1,0,0,1,0,1,1,0,0,0,2,0,1
nexgenindia.org,0,0,1,21,0,0,0,0,0,1,0,0,0,0,1,0,1,2,1,0,0,2,0,1
news-ontime.com,0,0,1,3,0,0,0,1,0,1,0,0,1,1,1,1,1,4,0,0,1,13,2,1
hbmap.info,0,0,0,11,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1
hbmap.info,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1
hbmap.info,0,0,0,11,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1
bcpzonasegurabeta.viabcp.com.entrepreneur.pe,0,0,1,2,0,0,0,0,0,1,1,1,1,1,1,1,1,4,0,0,0,1,0,1
www18.felizmaes-online.com,0,0,1,5,0,0,0,1,1,1,1,1,1,1,1,1,1,3,1,0,1,22,1,1
anoperfeitopravc.com,0,0,1,2,0,0,0,0,1,1,1,1,1,1,1,1,1,3,1,0,1,0,1,1
chrisanstey.co.uk,0,0,0,3,0,0,0,0,0,1,0,0,0,0,1,0,1,3,0,0,0,0,0,1
bet365dhw.net,0,0,0,2,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1
bet365cp.net,0,0,0,2,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1
51jianli.cn,0,0,1,1,0,0,0,0,0,1,0,1,1,1,1,1,1,5,0,0,2,0,1,1
guycoweb.com,0,0,1,6,0,0,0,0,0,1,1,1,0,0,1,0,1,3,1,0,0,1,0,1
swiofishznz.go.tz,0,0,1,5,0,0,0,0,0,1,1,1,1,1,1,1,1,8,0,0,0,0,0,1
locksmail.com,0,0,1,7,0,0,0,0,0,1,0,0,1,1,1,1,1,2,0,0,1,0,3,1
locksmail.com,0,0,1,7,0,0,0,0,0,1,0,0,1,1,1,1,1,2,0,0,0,0,0,1
flavahairdesign.co.za,0,0,1,4,0,0,0,0,0,1,0,0,0,0,1,0,1,2,0,0,0,1,0,1
paypal-safety-and-security.aluminioshidalgo.cl,0,0,1,2,0,0,0,1,0,1,0,1,0,0,1,0,1,2,0,0,0,3,0,1
cartoworld.co.ke,0,0,1,4,0,0,0,0,0,1,1,1,1,1,1,1,1,4,0,0,0,0,0,1
cartoworld.co.ke,0,0,1,4,0,0,0,0,0,1,1,1,1,1,1,1,1,4,0,0,0,0,0,1
cartoworld.co.ke,0,0,1,4,0,0,0,0,0,1,1,1,1,1,1,1,1,4,0,0,1,0,1,1
cartoworld.co.ke,0,0,1,4,0,0,0,0,0,1,1,1,1,1,1,1,1,4,0,0,0,0,0,1
paypal.com.secure.information.vineyardadvice.com,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,5,0,0,0,0,0,1
paypal.com.secure.information.vineyardadvice.com,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,5,0,0,0,0,0,1
paypal.com.secure.information.vineyardadvice.com,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,5,0,0,0,0,0,1
paypal.com.secure.information.vineyardadvice.com,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,5,0,0,0,0,0,1
paypal.com.secure.information.vineyardadvice.com,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,5,0,0,0,0,0,1
locksmail.com,0,0,1,7,0,0,0,0,0,1,0,0,1,1,1,1,1,2,0,0,1,0,3,1
locksmail.com,0,0,1,7,0,0,0,0,0,1,0,0,1,1,1,1,1,2,0,0,0,0,0,1
integrityozonesolutions.com,0,0,1,4,0,0,0,0,0,1,1,1,0,0,1,0,1,2,0,0,1,0,1,1
myrnd.info,0,0,1,8,0,0,0,0,0,1,1,1,1,1,1,1,1,6,1,0,0,1,0,1
littleplaceguesthouse.com,0,0,0,2,0,0,0,0,0,0,1,1,0,0,1,0,1,1,0,0,0,0,0,1
evnt.com.br,0,0,1,10,0,0,1,0,0,1,1,1,0,0,1,0,1,3,0,0,1,3,3,1
shopbundlebee.com,0,0,1,3,0,0,0,0,0,1,1,1,0,0,1,0,1,2,0,0,1,2,1,1
speedy.com.pk,0,0,1,4,0,0,0,0,0,1,1,1,0,0,1,0,1,4,1,0,2,1,6,1
atendimento-sac-pg.joomla.com,0,0,0,2,0,0,0,1,0,0,1,1,1,1,1,1,1,2,0,0,0,2,0,1
atendimento-sac-pg.joomla.com,0,0,1,3,0,0,0,1,0,0,1,1,1,1,1,1,1,3,0,0,1,11,3,1
greenworldlogistics.com,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1
136529658150328413.weebly.com,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,2,0,0,0,0,0,1
sucursalvirtualpersonas.info,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1
sucursalvirtualpersonas.info,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1
paymentappdash.com,0,0,0,3,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1
maes-venha-conferir.com,0,0,1,2,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,11,2,1
page-account-transparency.000webhostapp.com,0,0,1,1,0,0,0,1,0,1,0,1,0,0,1,0,1,3,0,0,0,2,0,1
tptelecom.it,0,0,1,6,0,0,0,0,0,1,0,0,0,0,1,0,1,4,0,0,0,2,0,1
1234678bet.com,0,0,0,2,0,0,1,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1
millmarkgroup.com,0,0,1,5,0,0,0,0,0,1,1,1,1,1,1,1,1,3,1,0,1,1,1,1
resolvemyaccount-paypal.casacam.net,0,0,0,2,0,0,0,1,1,1,1,1,1,1,1,1,1,2,0,0,0,1,0,1
i-grupobancolombia.com,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1
i-grupobancolombia.com,0,0,1,2,0,0,0,1,1,1,1,1,1,1,1,1,1,2,0,0,0,4,1,1
404-cnfrmhlp.000webhostapp.com,0,0,1,2,0,0,0,1,0,1,0,1,0,0,1,0,1,3,0,0,0,3,0,1
404eror-cnfrm.000webhostapp.com,0,0,1,2,0,0,0,1,0,1,0,1,0,0,1,0,1,3,0,0,0,3,0,1
transport-trading.se,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,2,0,0,0,1,0,1
us3i4-update.weebly.com,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,3,0,0,0,1,0,1
millmarkgroup.com,0,0,1,4,0,0,0,0,0,1,1,1,1,1,1,1,1,2,1,0,1,1,1,1
2bill-wireless.com,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1
millmarkgroup.com,0,0,1,5,0,0,0,0,0,1,1,1,1,1,1,1,1,3,1,0,1,1,1,1
medienschmiede-sander.de,0,0,1,2,0,0,0,1,0,1,1,1,0,0,1,0,1,1,0,0,0,1,0,1
c1511482.ferozo.com,0,0,0,4,0,0,0,0,0,1,0,1,1,1,1,1,1,2,0,0,0,0,0,1
c1511482.ferozo.com,0,0,0,4,0,0,0,0,0,1,0,1,1,1,1,1,1,2,0,0,0,0,0,1
firebasestorage.googleapis.com,0,0,1,5,0,0,1,0,1,1,1,1,0,0,1,0,1,5,0,1,1,4,2,1
m-interiors.com,0,0,1,7,0,0,0,1,0,1,1,1,0,0,1,0,1,2,0,0,0,2,0,1
sindasppe.org.br,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,0,1,4,1,0,0,0,0,1
presenteie-quem-merece.com,0,0,1,2,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,10,2,1
connectneueverbindung03.de,0,0,1,2,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1
blackoutblur.buzz,0,0,0,2,0,0,0,0,0,1,1,1,1,1,1,1,1,2,0,0,0,0,0,1
thetechssolutions.com,0,0,1,3,0,0,0,0,0,1,1,1,1,1,1,1,1,2,0,0,0,0,0,1
atualizacao-segura.serveirc.com,0,0,1,2,0,0,0,1,1,1,1,1,1,1,1,1,1,3,0,0,0,1,0,1
atualizacao-segura.serveirc.com,0,0,1,2,0,0,0,1,1,1,1,1,1,1,1,1,1,3,0,0,0,1,0,1
babobando.ga,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1
katherinegesell.com,0,0,0,3,0,0,0,0,0,1,0,0,0,0,1,0,1,2,0,0,0,0,0,1
sltru.org.uk,0,0,0,3,0,0,0,0,0,1,0,1,0,0,1,0,1,3,0,0,0,0,0,1
santanderway.mobilefinanceiro.com,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,2,0,0,0,0,0,1
167.99.52.152,0,0,0,2,0,0,0,0,0,1,1,1,1,1,1,1,1,4,0,0,1,0,1,1
fastcashoffernc.com,0,0,0,2,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1
zdriveraspadrino.tk,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,2,0,0,0,0,0,1
nextlevelprize.com,0,0,0,2,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1
gyanvitaranamlawcollege.com,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,0,1,2,1,0,0,0,0,1
gyanvitaranamlawcollege.com,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,0,1,2,1,0,0,0,0,1
trck121-er.benzodiazapines.com,0,0,1,3,0,0,0,1,1,1,1,1,1,1,1,1,1,2,0,0,0,8,0,1
minhas-linhas-limites-com.ddnslive.com,0,0,1,3,0,0,0,1,1,1,1,1,1,1,1,1,1,3,0,0,0,5,0,1
so-siso.com,0,0,1,6,0,0,0,1,0,1,0,0,0,0,1,0,1,3,1,0,0,3,0,1
rawlinsmechanical.com,0,0,0,2,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1
m-resgatesmile.com,0,0,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,2,0,0,0,1,0,1
aproveite-essa-oferta.com,0,0,1,2,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,20,2,1
c1511482.ferozo.com,0,0,0,4,0,0,0,0,0,1,0,1,1,1,1,1,1,2,0,0,0,0,0,1
bcpzonasegurabeta-viabcp-com.northerncomcap.com,0,0,1,2,0,0,0,1,0,1,0,0,0,0,1,0,1,2,0,0,0,3,0,1
agendarsaque-fgts.online,0,0,0,1,0,0,0,1,0,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1
clients.furleypage.co.uk,0,0,0,2,0,0,0,0,0,0,0,1,1,1,1,1,1,3,0,0,0,0,0,1
www7.bradesco.mobilefinanceiro.com,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,3,1,0,0,0,0,1
secure.runescape.com-en.ru,0,0,1,2,0,0,0,1,1,1,1,1,1,1,1,1,1,4,0,0,0,1,1,1
tesla.bz,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,1,0,0,0,0,0,1
amazon.co.jp.lgh13vds2xwsgtj8fw.club,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,5,1,0,0,0,0,1
glosowanie-kliknij.zaglosuj-teraz.eu,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,2,0,0,0,2,0,1
mail.glosowanie-kliknij.eu,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,2,0,0,0,1,0,1
glosowanie-kliknij.eu,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1
millmarkgroup.com,0,0,1,4,0,0,0,0,0,1,1,1,1,1,1,1,1,2,1,0,1,1,2,1
asinter.cl,0,0,0,2,0,0,0,0,0,1,0,1,0,0,1,0,1,2,0,0,0,0,0,1
c1511482.ferozo.com,0,0,0,4,0,0,0,0,0,1,0,1,1,1,1,1,1,2,0,0,0,0,0,1
entraegypt.com,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,1,2,1,0,0,0,0,1
secure.runescape.com-en.ru,0,0,1,2,0,0,0,1,1,1,1,1,1,1,1,1,1,4,0,0,0,1,1,1
secure.runescape.com-en.ru,0,0,1,2,0,0,0,1,1,1,1,1,1,1,1,1,1,3,0,0,0,1,1,1
bbcorretoradeseguros.com.br,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,2,0,0,0,0,0,1
aapj-bbempresarial.com,0,0,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,2,1,0,0,2,0,1
minhas-linhas-limites-com.ddnslive.com,0,0,1,3,0,0,0,1,1,1,1,1,1,1,1,1,1,3,0,0,0,3,0,1
montagnalombardia.xyz,0,1,1,2,0,0,0,0,0,1,1,1,1,1,1,1,1,3,0,0,1,0,1,1
shiptoislands.com,0,0,1,6,0,0,0,0,0,1,1,1,1,1,1,1,1,2,0,0,0,1,0,1
storage.googleapis.com,0,0,1,3,0,0,1,0,1,1,1,1,0,0,1,0,1,5,0,0,0,1,0,1
onedrivecloud.dns-cloud.net,0,0,1,2,0,0,0,1,0,1,0,1,1,1,1,1,1,3,0,0,1,1,3,1
kebepxinh.vn,0,0,0,3,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1
marufulislam.com,0,0,1,3,0,0,0,0,0,1,1,1,0,0,1,0,1,2,0,0,1,0,3,1
marufulislam.com,0,0,0,2,0,0,0,0,0,1,1,1,0,0,1,0,1,1,0,0,0,0,0,1
doctorannenkova.ru,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1
nuportrobotics.com,0,0,1,5,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,5,0,1
swos2017.org,0,0,0,4,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1
slokidewed.com,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1
c1511482.ferozo.com,0,0,0,4,0,0,0,0,0,1,0,1,1,1,1,1,1,2,0,0,0,0,0,1
c1511482.ferozo.com,0,0,0,4,0,0,0,0,0,1,0,1,1,1,1,1,1,2,0,0,0,0,0,1
c1511482.ferozo.com,0,0,0,3,0,0,0,0,0,1,0,1,1,1,1,1,1,2,0,0,0,0,0,1
ad69e733ebae8d264bccaa38d68830e8.webredirect.org,0,0,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,2,0,0,0,0,0,1
society-recovery-depart.my.id,0,0,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,3,0,0,0,2,0,1
medienschmiede-sander.de,0,0,1,2,0,0,0,1,0,1,1,1,0,0,1,0,1,1,0,0,0,1,0,1
justgfx.com,0,0,0,2,0,0,1,0,0,1,0,0,1,1,1,1,1,1,0,0,0,0,0,1
must.co.id,0,0,0,3,0,0,1,0,0,0,0,0,0,0,1,0,1,3,0,0,1,0,1,1
debloqueio-de-cartao.com,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,2,0,0,0,2,0,1
dotpay.idpd.pl,0,0,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,2,0,0,1,0,1,1
dotpay.idpd.pl,0,0,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,2,0,0,1,0,5,1
dotpay.idpd.pl,0,0,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,2,0,0,1,0,5,1
idpd.pl,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,1
sknaquatech.com,0,0,1,4,0,0,0,0,1,1,1,1,1,1,1,1,1,3,0,0,0,1,0,1
coin-ex.ru,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1
inventorycloseouts.net,0,0,0,2,0,0,0,0,0,1,1,1,1,1,1,1,1,2,0,0,0,0,0,1
whitefoxweddingphotography.com,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,2,0,0,0,0,0,1
industrialonline.in.th,0,0,0,2,0,0,0,0,0,1,1,1,1,1,1,1,1,3,0,0,0,0,0,1
jobs.atlantalegalaid.org,0,0,0,2,0,0,0,0,0,0,0,1,1,1,1,1,1,3,0,0,0,0,0,1
attsupportemail.yolasite.com,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1,2,0,0,0,0,0,1
